"","i","con.e","con.se","tre.e","tre.se"
"1298",1298,302.598,32.315,196.373,47.888
"1299",1299,174.731,35.659,130.176,44.215
"1300",1300,141.463,27.45,102.183,24.43
"1301",1301,148.039,43.156,183.473,34.756
"1302",1302,131.723,32.888,206.978,41.298
"1303",1303,117.481,25.598,156.812,33.491
"1304",1304,151.344,41.895,146.263,39.532
"1305",1305,186.121,38.367,216.475,41.374
"1306",1306,173.032,41.296,125.994,27.353
"1307",1307,156.458,35.988,140.736,32.721
"1308",1308,235.932,41.716,202.211,48.309
"1309",1309,96.229,5.864,77.356,12.394
"1310",1310,121.976,32.74,162.89,34.543
"1311",1311,130.45,43.093,176.769,42.422
"1312",1312,180.633,45.263,240.774,46.815
"1313",1313,168.188,39.624,179.324,41.095
"1314",1314,189.958,44.161,168.828,46.492
"1315",1315,237.928,39.97,164.445,32.539
"1316",1316,238.681,42.32,204.542,31.882
"1317",1317,122.104,33.175,103.908,41.396
"1318",1318,159.004,38.898,187.167,49.436
"1319",1319,160.864,39.997,156.89,40.848
"1320",1320,219.534,46.056,165.011,39.332
"1321",1321,176.543,44.148,196.154,35.273
"1322",1322,112.886,35.316,163.119,43.097
"1323",1323,217.294,41.961,215.872,37.049
"1324",1324,187.432,45.082,216.75,37.542
"1325",1325,231.06,43.242,137.976,38.445
"1326",1326,110.622,36.109,99.086,34.113
"1327",1327,91.348,33.845,214.379,36.76
"1328",1328,148.722,38.746,235.42,42.924
"1329",1329,161.698,37.075,172.832,37.426
"1330",1330,193.282,44.791,195.536,46.724
"1331",1331,189.064,40.904,276.829,41.375
"1332",1332,155.576,42.543,137.521,34.255
"1333",1333,136.372,23.073,78.435,20.216
"1334",1334,186.428,47.682,145.615,38.81
"1335",1335,95.94,29.028,173.973,44.395
"1336",1336,132.464,44.955,129.216,35.418
"1337",1337,119.238,34.994,191.516,41.461
"1338",1338,214.881,39.866,142.873,33.012
"1339",1339,186.595,47.456,196.491,34.219
"1340",1340,196.698,44.921,171.112,49.985
"1341",1341,155.203,45.459,174.166,38.135
"1342",1342,181.868,31.547,148.102,39.805
"1343",1343,167.922,23.938,167.111,28.518
"1344",1344,197.23,42.812,198.021,41.079
"1345",1345,156.966,43.593,223.284,40.098
"1346",1346,191.647,47.25,174.621,31.336
"1347",1347,162.913,48.929,199.154,35.54
"1348",1348,242.272,39.589,149.67,40.448
"1349",1349,184.819,43.803,186.798,24.81
"1350",1350,212.916,42.187,186.411,45.947
"1351",1351,173.168,36.263,162.385,43.92
"1352",1352,194.104,48.846,176.701,42.824
"1353",1353,143.961,28.227,147.032,36.461
"1354",1354,124.704,32.457,167.481,39.236
"1355",1355,259.122,44.096,166.547,34.051
"1356",1356,151.914,31.976,220.557,37.11
"1357",1357,130.584,26.71,103.102,22.882
"1358",1358,100.815,28.396,189.622,39.385
"1359",1359,163.681,43.327,208.984,42.854
"1360",1360,197.944,51.669,161.546,46.241
"1361",1361,167.413,28.134,132.251,29.786
"1362",1362,139.326,30.923,120.313,34.803
"1363",1363,139.746,24.595,113.819,23.078
"1364",1364,158.532,36.944,210.011,39.799
"1365",1365,153.79,37.477,149.479,39.426
"1366",1366,243.901,38.23,153.091,43.288
"1367",1367,123.574,42.569,270.741,34.008
"1368",1368,230.717,42.084,183.333,37.437
"1369",1369,120.139,24.544,94.832,21.284
"1370",1370,187.977,40.952,157.986,41.651
"1371",1371,152.093,45.815,132.228,41.881
"1372",1372,132.607,34.581,136.394,38.486
"1373",1373,198.232,45.44,143.956,46.66
"1374",1374,107.776,40.878,224.516,44.894
"1375",1375,190.312,38.71,159.95,42.51
"1376",1376,151.708,39.882,241.026,42.534
"1377",1377,174.242,40.379,219.506,38.624
"1378",1378,143.659,37.262,128.822,40.604
"1379",1379,154.221,28.094,111.71,21.859
"1380",1380,192.478,37.725,102.416,24.097
"1381",1381,196.5,44.547,222.836,37.919
"1382",1382,153.409,44.981,192.606,44.016
"1383",1383,154.297,37.952,254.12,36.531
"1384",1384,166.429,39.513,100.847,33.354
"1385",1385,116.623,32.009,120.925,30.98
"1386",1386,232.536,42.044,171.901,35.978
"1387",1387,150.711,30.21,188.933,33.703
"1388",1388,15.921,1.576,17.169,0.995
"1389",1389,136.711,25.577,128.913,35.915
"1390",1390,113.339,30.731,143.515,32.349
"1391",1391,120.198,41.351,238.824,38.052
"1392",1392,196.423,28.209,181.363,46.712
"1393",1393,180.729,46.048,88.737,31.355
"1394",1394,208.615,43.189,236.697,39.175
"1395",1395,186.432,46.036,173.865,41.497
"1396",1396,155.402,36.675,186.968,42.107
"1397",1397,111.64,20.958,90.644,15.979
"1398",1398,155.473,44.9,171.475,29.334
"1399",1399,101.215,33.641,123.615,38.443
"1400",1400,117.912,16.69,90.301,17.274
"1401",1401,177.535,48.858,108.337,31.939
"1402",1402,181.299,47.171,123.118,35.286
"1403",1403,111.272,40.694,256.562,35.679
"1404",1404,174.135,40.348,227.834,40.467
"1405",1405,121.779,39.224,204.571,43.54
"1406",1406,133.885,39.169,161.557,43.14
"1407",1407,187.662,42.919,245.46,46.83
"1408",1408,201.461,44.076,172.936,38.573
"1409",1409,210.566,37.122,197.958,35.686
"1410",1410,176.546,49.062,240.601,43.375
"1411",1411,99.366,29.889,141.709,30.707
"1412",1412,151.648,37.455,180.755,46.179
"1413",1413,120.338,22.92,179.475,20.025
"1414",1414,146.272,35.979,205.342,41.715
"1415",1415,207.866,41.065,149.72,46.976
"1416",1416,86.428,35.548,159.89,46.505
"1417",1417,125.989,41.538,201.619,46.126
"1418",1418,5.214,0,4.785,0.407
"1419",1419,165.168,41.563,190.49,36.436
"1420",1420,138.256,38.868,187.083,45.839
"1421",1421,136.949,43.348,160.184,31.15
"1422",1422,123.728,24.581,133.776,32.117
"1423",1423,131.735,40.69,151.443,34.022
"1424",1424,307.902,20.331,199.715,44.491
"1425",1425,79.243,33.619,189.864,42.085
"1426",1426,164.153,40.524,145.377,40.326
"1427",1427,166.526,40.817,160.795,47.066
"1428",1428,148.413,39.196,118.155,30.308
"1429",1429,118.095,31.316,81.619,27.007
"1430",1430,211.622,44.123,141.811,41.516
"1431",1431,164.14,26.464,84.729,24.856
"1432",1432,225.324,38.806,160.38,43.86
"1433",1433,170.08,39.284,255.365,40.869
"1434",1434,191.858,37.308,200.156,35.615
"1435",1435,185.075,34.077,177.784,42.825
"1436",1436,99.453,32.82,192.82,32.641
"1437",1437,184.013,39.544,135.806,31.845
"1438",1438,172.857,47.536,241.957,43.021
"1439",1439,203.544,38.739,154.675,38.396
"1440",1440,148.588,35.203,261.369,40.996
"1441",1441,92.254,20.958,82.432,17.918
"1442",1442,89.626,22.963,99.618,22.759
"1443",1443,186.148,30.582,123.683,38.856
"1444",1444,227.896,41.688,119.573,38.505
"1445",1445,148.082,30.665,111.128,24.476
"1446",1446,136.891,41.416,153.254,44.463
"1447",1447,177.143,34.057,163.898,33.255
"1448",1448,105.945,33.929,133.634,30.24
"1449",1449,174.495,35.025,137.912,29.105
"1450",1450,124.082,40.157,178.794,38.594
"1451",1451,149.516,41.533,200.711,37.414
"1452",1452,181.406,45.236,249.146,34.823
"1453",1453,150.929,38.489,143.187,37.649
"1454",1454,179.04,48.488,188.196,39.148
"1455",1455,226.324,42.539,206.605,35.501
"1456",1456,181.211,40.948,186.869,42.134
"1457",1457,111.81,17.312,51.846,16.162
"1458",1458,247.77,34.985,185.844,35.231
"1459",1459,86.484,17.687,66.827,15.042
"1460",1460,144.25,39.774,177.588,41.76
"1461",1461,184.45,40.694,157.953,41.11
"1462",1462,194.158,40.151,221.647,36.352
"1463",1463,141.136,38.07,189.603,37.369
"1464",1464,170.807,42.616,216.126,44.344
"1465",1465,96.435,23.211,82.645,18.534
"1466",1466,122.154,36.646,162.497,31.774
"1467",1467,65.204,17.435,72.551,21.207
"1468",1468,213.263,47.213,167.784,41.284
"1469",1469,178.991,29.726,142.642,26.381
"1470",1470,191.87,38.222,167.072,38.426
"1471",1471,145.569,45.771,105.825,31.823
"1472",1472,143.082,22.012,84.432,22.845
"1473",1473,230.451,33.413,183.804,39.097
"1474",1474,255.143,36.033,141.325,42.532
"1475",1475,212.368,34.698,229.15,38.048
"1476",1476,196.247,39.77,157.763,44.414
"1477",1477,120.041,30.763,152.831,49.479
"1478",1478,199.274,39.355,87.37,33.316
"1479",1479,134.664,22.195,187.151,29.656
"1480",1480,157.681,47.443,171.071,35.416
"1481",1481,190.933,45.363,109.315,35.181
"1482",1482,181.723,40.855,145.448,30.652
"1483",1483,107.061,32.179,143.454,36.677
"1484",1484,229.029,38.433,213.394,43.281
"1485",1485,167.19,36.853,147.853,34.309
"1486",1486,227.774,44.433,190.052,43.217
"1487",1487,150.536,27.66,116.411,18.959
"1488",1488,206.787,45.03,170.198,41.91
"1489",1489,158.167,38.218,188.671,45.938
"1490",1490,118.136,16.968,78.445,22.444
"1491",1491,116.695,33.81,173.435,38.637
"1492",1492,119.511,36.549,213.251,49.689
"1493",1493,169.206,39.758,164.694,33.186
"1494",1494,191.891,41.429,153.349,39.079
"1495",1495,132.902,33.743,194.991,35.513
"1496",1496,189.989,35.943,160.549,41.791
"1497",1497,168.269,35.741,219.361,34.853
"1498",1498,167.086,42.692,220.17,39.14
"1499",1499,121.66,22.732,100.584,23.912
"1500",1500,160.639,36.389,163.374,47.955
"1501",1501,124.065,36.91,121.965,41.477
"1502",1502,133.705,31.068,143.226,38.079
"1503",1503,181.074,35.303,184.025,40.633
"1504",1504,160.789,32.5,189.061,36.169
"1505",1505,113.137,41.756,148.124,32.969
"1506",1506,102.284,33.7,215.982,49.321
"1507",1507,167.337,39.874,147.029,38.989
"1508",1508,158.074,42.247,116.107,33.189
"1509",1509,136.414,40.087,242.551,38.846
"1510",1510,145.728,23.505,146.929,21.095
"1511",1511,151.679,46.386,183.48,45.744
"1512",1512,125.002,36.353,151.703,30.657
"1513",1513,121.008,31.216,172.956,42.109
"1514",1514,150.36,42.632,170.486,39.41
"1515",1515,166.926,36.801,242.543,35.789
"1516",1516,164.609,28.074,106.538,32.615
"1517",1517,171.189,42.553,175.954,49.349
"1518",1518,205.007,28.636,147.797,48.659
"1519",1519,180.659,36.52,227.747,27.847
"1520",1520,214.992,48.637,173.872,42.884
"1521",1521,112.325,23.986,150.704,26.264
"1522",1522,143.155,46.235,249.143,38.776
"1523",1523,138.277,40.263,132.753,42.38
"1524",1524,227.91,37.286,138.426,32.212
"1525",1525,183.8,44.399,116.052,36.308
"1526",1526,160.551,19.889,102.953,21.113
"1527",1527,169.191,28.605,118.95,30.911
"1528",1528,180.66,40.301,99.817,35.371
"1529",1529,116.029,32.641,174.87,33.397
"1530",1530,186.263,40.52,92.503,36.801
"1531",1531,172.111,46.959,143.103,36.368
"1532",1532,194.017,37.713,119.934,40.954
"1533",1533,144.805,31.297,150.024,41.465
"1534",1534,152.567,39.023,175.031,41.193
"1535",1535,155.629,38.053,117.276,36.813
"1536",1536,239.554,33.3,143.124,37.253
"1537",1537,96.357,32.672,194.416,35.781
"1538",1538,131.411,34.121,136.961,32.042
"1539",1539,193.841,41.705,152.678,44.65
"1540",1540,232.895,41.887,155.445,38.774
"1541",1541,112.949,27.882,171.723,22.662
"1542",1542,171.894,43.711,181.115,34.913
"1543",1543,162.171,40.167,98.703,33.863
"1544",1544,239.865,37.867,186.502,36.104
"1545",1545,171.007,45.172,111.786,39.641
"1546",1546,175.415,39.3,191.898,39.9
"1547",1547,93.518,21.915,127.531,27.511
"1548",1548,146.973,37.67,200.066,45.83
"1549",1549,242.025,38.485,191.006,38.513
"1550",1550,189.297,32.05,211.336,46.041
"1551",1551,121.047,40.243,195.938,40.332
"1552",1552,235.686,38.49,146.208,38.426
"1553",1553,181.768,44.109,136.932,38.853
"1554",1554,186.517,45.349,221.375,33.25
"1555",1555,152.732,44.497,117.034,30.795
"1556",1556,136.447,29.227,153.884,40.697
"1557",1557,133.708,39.839,133.823,39.645
"1558",1558,173.962,42.043,169.084,29.617
"1559",1559,171.529,31.422,161.672,36.164
"1560",1560,141.086,20.582,112.448,24.201
"1561",1561,112.692,38.513,190.007,27.077
"1562",1562,203.092,42.314,100.155,34.601
"1563",1563,169.725,41.006,199.097,36.053
"1564",1564,144.276,45.508,182.569,44.543
"1565",1565,125.272,31.889,161.917,44.357
"1566",1566,230.422,37.064,149.05,40.133
"1567",1567,201.793,47.023,191.196,46.903
"1568",1568,193.124,40.934,199.874,31.52
"1569",1569,124.1,33.403,204.946,43.956
"1570",1570,204.19,31.398,146.927,45.088
"1571",1571,163.214,45.014,187.464,45.488
"1572",1572,207.441,49.253,148.865,36.453
"1573",1573,189.583,46.217,108.935,37.182
"1574",1574,145.983,44.413,168.055,40.739
"1575",1575,186.289,42.612,174.101,50.233
"1576",1576,201.753,44.626,172.136,40.117
"1577",1577,148.796,42.301,246.6,42.169
"1578",1578,170.606,36.036,200.567,39.559
"1579",1579,160.17,43.488,174.206,39.962
"1580",1580,173.119,49.424,147.106,47.808
"1581",1581,130.729,34.454,148.777,39.327
"1582",1582,185.005,40.327,142.05,34.302
"1583",1583,130.343,36.532,208.726,34.02
"1584",1584,161.415,44.145,166.963,35.557
"1585",1585,133.043,29.103,143.579,34.021
"1586",1586,165.758,39.254,197.661,29.005
"1587",1587,202.649,41.358,189.972,40.243
"1588",1588,194.548,40.92,271.583,42.875
"1589",1589,120.851,23.577,83.334,13.039
"1590",1590,114.157,25.159,59.735,20.318
"1591",1591,137.504,31.376,102.083,26.114
"1592",1592,160.203,39.741,226.307,40.228
"1593",1593,168.377,24.819,203.797,29.891
"1594",1594,104.792,18.845,141.405,28.357
"1595",1595,179.606,42.293,97.481,28.963
"1596",1596,103.672,33.361,125.531,24.083
"1597",1597,150.147,39.834,218.327,33.057
"1598",1598,227.341,37.798,205.211,43.726
"1599",1599,195.304,38.385,117.556,29.115
"1600",1600,151.39,37.645,161.268,42.377
"1601",1601,196.529,40.694,128.613,42.063
"1602",1602,144.782,38.898,138.448,28.915
"1603",1603,256.639,34.596,238.498,38.855
"1604",1604,171.445,37.038,99.746,34.956
"1605",1605,108.359,40.622,205.413,42.809
"1606",1606,154.888,39.774,151.98,28.766
"1607",1607,151.461,44.587,167.835,37.334
"1608",1608,152.815,26.455,99.641,24.085
"1609",1609,134.3,47.512,194.379,41.937
"1610",1610,123.875,40.803,183.008,36.551
"1611",1611,181.118,37.437,190.622,42.758
"1612",1612,118.627,27.549,111.325,26.713
"1613",1613,89.617,31.477,190.66,46.562
"1614",1614,209.02,42.991,157.204,39.935
"1615",1615,192.878,42.986,131.52,28.651
"1616",1616,94.819,30.593,177.399,42.269
"1617",1617,162.111,43.184,175.089,41.112
"1618",1618,177.782,44.986,100.678,36.586
"1619",1619,258.653,35.729,136.613,31.661
"1620",1620,186.635,47.396,146.758,33.836
"1621",1621,154.115,45.79,238.095,42.571
"1622",1622,140.442,44.028,129.1,32.261
"1623",1623,172.609,50.069,161.223,38.204
"1624",1624,144.363,45.932,180.324,46.049
"1625",1625,234.828,44.307,230.139,37.675
"1626",1626,165.208,50.802,170.569,44.91
"1627",1627,141.045,43.575,240.751,44.091
"1628",1628,130.588,38.026,164.2,41.889
"1629",1629,142.504,42.256,158.228,40.56
"1630",1630,163.057,43.406,132.329,34.361
"1631",1631,197.699,40.227,195.867,39.62
"1632",1632,220.93,44.899,209.252,38.888
"1633",1633,211.649,47.905,230.644,38.578
"1634",1634,192.069,41.688,190.791,45.819
"1635",1635,250.744,31.442,187.081,35.859
"1636",1636,139.154,46.944,243.462,29.373
"1637",1637,171.714,36.311,202.971,42.181
"1638",1638,201.749,35.126,143.163,34.457
"1639",1639,89.134,28.898,195.411,40.466
"1640",1640,123.91,39.63,179.304,38.152
"1641",1641,197.715,31.967,102.642,34.19
"1642",1642,156.9,40.448,109.82,31.585
"1643",1643,198.649,43.681,160.067,44.896
"1644",1644,146.445,39.221,99.11,30.716
"1645",1645,178.322,36.992,113.44,33.91
"1646",1646,123.911,33.574,232.928,37.838
"1647",1647,119.978,38.436,171.652,45.846
"1648",1648,121.638,34.33,214.12,37.393
"1649",1649,148.726,40.767,199.421,45.475
"1650",1650,234.434,36.459,176.461,36.451
"1651",1651,191.032,44.646,230.484,39.636
"1652",1652,149.599,34.63,143.63,39.709
"1653",1653,154.059,48.8,273.402,39.672
"1654",1654,144.862,39.752,165.988,43.724
"1655",1655,33.165,2.063,31.842,3.263
"1656",1656,129.453,34.338,161.082,38.154
"1657",1657,161.229,43.221,171.907,40.817
"1658",1658,122.773,34.753,171.139,34.737
"1659",1659,135.107,33.731,152.817,38.165
"1660",1660,197.611,37.137,107.81,32.166
"1661",1661,49.252,6.49,60.11,1.903
"1662",1662,235.112,46.216,176.781,47.165
"1663",1663,196.913,39.497,166.495,34.567
"1664",1664,244.996,30.331,160.546,40.864
"1665",1665,185.751,46.482,87.618,31.584
"1666",1666,175.964,45.627,197.915,38.522
"1667",1667,152.283,40.154,127.65,35.538
"1668",1668,98.379,22.143,108.151,20.598
"1669",1669,120.785,27.424,116.959,28.165
"1670",1670,125.066,31.351,249.755,34.758
"1671",1671,180.531,41.438,165.239,31.3
"1672",1672,163.744,40.213,199.494,36.57
"1673",1673,129.218,31.959,163.877,14.794
"1674",1674,150.945,37.293,185.687,40.543
"1675",1675,220.2,41.687,186.149,45.315
"1676",1676,170.934,36.974,186.74,47.371
"1677",1677,171.581,46.214,198.45,43.342
"1678",1678,143.872,40.393,171.082,47.472
"1679",1679,115.965,25.365,168.533,37.169
"1680",1680,242.936,44.615,138.366,42.379
"1681",1681,179.634,42.906,161.193,34.011
"1682",1682,191.662,39.779,165.728,47.606
"1683",1683,177.799,40.733,206.078,36.442
"1684",1684,167.96,48.753,223.756,43.901
"1685",1685,107.8,34.01,178.511,47.258
"1686",1686,140.106,41.49,168.185,42.212
"1687",1687,179.209,47.714,192.814,34.575
"1688",1688,133.221,38.34,164.84,33.754
"1689",1689,208.452,48.576,143.7,42.041
"1690",1690,173.161,46.459,181.638,47.481
"1691",1691,191.413,40.428,185.074,46.407
"1692",1692,186.625,46.224,197.214,43.73
"1693",1693,241.173,36.418,129.431,39.131
"1694",1694,158.947,44.278,125.832,39.712
"1695",1695,169.706,40.896,119.792,31.585
"1696",1696,175.358,40.42,111.727,35.91
"1697",1697,170.332,18.499,129.802,23.609
"1698",1698,205.501,41.095,153.964,39.742
"1699",1699,157.545,33.156,257.167,39.981
"1700",1700,166.123,41.111,131.813,41.227
"1701",1701,104.059,34.459,143.435,41.515
"1702",1702,169.212,41.903,160.492,44.136
"1703",1703,170.505,40.589,258.879,36.378
"1704",1704,200.699,45.705,149.928,39.589
"1705",1705,209.558,48.784,181.528,40.372
"1706",1706,164.035,25.132,94.994,28.883
"1707",1707,147.848,40.884,131.475,33.7
"1708",1708,141.256,34.795,92.718,22.387
"1709",1709,109.121,32.293,187.195,40.863
"1710",1710,150.9,34.848,223.525,50.224
"1711",1711,121.435,36.818,108.336,36.253
"1712",1712,161.456,37.71,234.416,37.132
"1713",1713,159.84,37.725,191.826,35.601
"1714",1714,180.921,38.614,257.029,37.484
"1715",1715,214.145,40.543,158.137,37.041
"1716",1716,155.732,37.761,137.184,27.748
"1717",1717,201.615,37.297,144.085,42.677
"1718",1718,167.524,34.198,157.023,42.375
"1719",1719,224.595,38.023,177.275,48.311
"1720",1720,184.325,37.56,163.019,32.877
"1721",1721,181.478,35.654,186.449,47.582
"1722",1722,183.154,46.835,170.512,44.846
"1723",1723,148.21,36.609,166.86,38.809
"1724",1724,160.558,35.889,139.166,39.263
"1725",1725,120.825,32.065,132.811,26.126
"1726",1726,159.957,47.496,218.456,41.235
"1727",1727,246.097,41.886,197,35.826
"1728",1728,145.126,40.886,168.502,40.476
"1729",1729,164.375,36.95,190.657,34.114
"1730",1730,161.513,42.441,165.652,38.804
"1731",1731,146.041,29.576,74.847,28.014
"1732",1732,178.893,46.777,171.862,47.702
"1733",1733,119.025,33.543,144.22,37.362
"1734",1734,245.694,42.528,220.951,39.494
"1735",1735,102.577,43,176.095,38.867
"1736",1736,137.181,32.665,150.792,36.503
"1737",1737,92.842,16.097,111.266,26.42
"1738",1738,209.154,46.623,184.335,45.731
"1739",1739,189.201,34.506,170.531,41.847
"1740",1740,167.571,37.512,131.399,42.89
"1741",1741,160.666,34.666,138.872,30.002
"1742",1742,218.741,48.533,199.651,38.944
"1743",1743,138.277,33.895,108.258,26.65
"1744",1744,178.291,47.566,203.222,37.445
"1745",1745,150.962,44.368,138.04,42.486
"1746",1746,149.717,39.031,195.167,39.025
"1747",1747,219.65,42.371,91.943,31.463
"1748",1748,131.988,40.73,108.9,34.56
"1749",1749,176.25,43.987,150.135,35.576
"1750",1750,183.66,45.741,231.813,30.065
"1751",1751,198.519,43.427,208.976,40.508
"1752",1752,135.814,39.159,213.528,39.179
"1753",1753,209.984,39.387,216.969,36.868
"1754",1754,123.148,36.451,166.463,38.242
"1755",1755,225.196,38.403,192.782,43.161
"1756",1756,224.748,37.212,137.744,27.985
"1757",1757,84.933,32.186,191.804,37.325
"1758",1758,199.967,35.486,115.218,32.869
"1759",1759,158.272,41.658,209.985,43.542
"1760",1760,164.118,38.362,186.951,41.511
"1761",1761,163.495,34.642,139.724,38.676
"1762",1762,185.648,36.253,178.068,44.337
"1763",1763,119.804,34.702,172.241,37.962
"1764",1764,229.81,43.058,197.711,44.41
"1765",1765,201.816,38.964,132.589,29.113
"1766",1766,9.315,0.78,9.882,0.556
"1767",1767,185.354,45.407,91.38,32.614
"1768",1768,125.719,48.82,102.002,35.724
"1769",1769,227.556,44.924,189.316,42.946
"1770",1770,183.521,43.707,234.128,44.927
"1771",1771,139.304,30.121,99.967,33.522
"1772",1772,163.855,43.051,160.994,43.856
"1773",1773,134.185,30.487,190.092,41.205
"1774",1774,173.183,44.018,171.177,34.61
"1775",1775,147.566,46.917,141.365,34.381
"1776",1776,209.084,34.205,179.605,48.231
"1777",1777,211.112,44.497,161.819,39.075
"1778",1778,194.748,45.647,177.411,39.792
"1779",1779,203.997,45.263,191.377,45.928
"1780",1780,192.602,44.946,179.267,40.187
"1781",1781,108.618,26.032,154.507,24.323
"1782",1782,191.79,42.295,145.186,44.272
"1783",1783,215.171,38.45,146.898,38.437
"1784",1784,88.483,32.079,200.7,44.424
"1785",1785,166.237,33.749,201.196,43.947
"1786",1786,126.08,38.942,146.049,40.359
"1787",1787,169.619,29.863,202.91,46.318
"1788",1788,191.169,43.127,153.247,43.239
"1789",1789,106.969,31.321,165.009,31.04
"1790",1790,108.347,36.742,99.511,29.291
"1791",1791,150.353,42.624,203.821,43.178
"1792",1792,68.917,16.238,118.982,17.03
"1793",1793,149.248,30.478,118.377,29.209
"1794",1794,166.194,38.905,187.404,46.884
"1795",1795,127.438,29.715,92.039,26.098
"1796",1796,169.941,47.698,122.504,35.665
"1797",1797,166.537,41.375,148.552,35.852
"1798",1798,169.926,40.948,181.374,48.899
"1799",1799,276.066,35.135,170.074,35.64
"1800",1800,102.581,32.492,176.414,41.063
"1801",1801,150.08,38.487,121.194,28.083
"1802",1802,166.22,32.983,129.327,39.017
"1803",1803,133.32,39.741,239.983,32.674
"1804",1804,140.051,39.253,155.052,44.545
"1805",1805,144.972,39.934,117.769,37.371
"1806",1806,181.395,41.851,179.052,52.342
"1807",1807,213.767,45.991,180.567,41.521
"1808",1808,155.339,44.129,158.379,36.665
"1809",1809,187.557,44.105,157.646,36.127
"1810",1810,168.384,36.112,150.644,42.349
"1811",1811,200.551,47.334,241.048,41.674
"1812",1812,188.945,35.142,172.802,46.314
"1813",1813,169.805,35.976,184.627,40.018
"1814",1814,178.024,45.602,157.345,45.492
"1815",1815,110.619,30.414,126.439,45.457
"1816",1816,94.517,30.861,127.695,34.791
"1817",1817,163.356,48.983,133.564,42.997
"1818",1818,162.785,38.277,124.105,42.868
"1819",1819,179.1,36.557,173.345,42.623
"1820",1820,168.734,40.335,215.152,32.153
"1821",1821,148.945,36.788,134.938,36.284
"1822",1822,144.436,46.838,114.801,34.916
"1823",1823,161.039,26.242,88.73,20.208
"1824",1824,201.624,41.158,152.71,29.813
"1825",1825,184.026,45.124,139.419,36.439
"1826",1826,234.286,40.709,197.785,43.219
"1827",1827,174.005,17.268,192.288,32.856
"1828",1828,203.482,43.81,215.987,37.666
"1829",1829,193.264,48.157,192.433,41.065
"1830",1830,152.797,42.96,208.959,41.559
"1831",1831,160.354,24.642,89.745,20.766
"1832",1832,140.746,42.563,160.157,38.244
"1833",1833,184.652,39.875,153.073,40.585
"1834",1834,157.14,45.176,266.656,39.707
"1835",1835,200.093,31.729,177.703,30.81
"1836",1836,202.764,45.323,167.502,37.209
"1837",1837,183.233,40.733,179.425,36.77
"1838",1838,195.184,46.44,208.081,45.165
"1839",1839,192.77,36.776,168.602,38.262
"1840",1840,137.381,39.117,198.613,41.824
"1841",1841,189.053,31.853,183.451,32.223
"1842",1842,85.812,13.835,56.621,13.971
"1843",1843,161.158,46.822,150.344,32.329
"1844",1844,170.693,45.641,263.415,36.257
"1845",1845,183.615,43.269,155.082,30.727
"1846",1846,195.425,42.812,175.455,45.153
"1847",1847,84.685,23.315,93.111,23.584
"1848",1848,234.533,39.871,150.888,38.523
"1849",1849,86.604,13.92,90.314,12.985
"1850",1850,193.726,39.562,173.695,45.58
"1851",1851,199.871,42.178,113.188,34.676
"1852",1852,157.456,32.78,105.841,27.203
"1853",1853,189.738,46.156,192.044,45.586
"1854",1854,229.422,43.753,205.144,50.13
"1855",1855,153.213,37.064,174.714,48.662
"1856",1856,128.788,15.152,89.597,18.652
"1857",1857,120.378,35.91,136.192,38.746
"1858",1858,130.855,32.726,180.37,39.753
"1859",1859,220.9,45.621,128.586,32.481
"1860",1860,189.18,40.622,166.225,43.565
"1861",1861,217.987,38.815,189.776,52.075
"1862",1862,187.673,43.727,211.769,46.902
"1863",1863,167.8,42.53,116.032,42.39
"1864",1864,77.77,9.355,73.385,9.705
"1865",1865,120.559,31.411,148.57,34.925
"1866",1866,226.224,43.757,193.418,45.986
"1867",1867,124.265,38.903,173.177,46.187
"1868",1868,215.066,32.447,135.373,35.283
"1869",1869,120.997,30.588,153.393,44.41
"1870",1870,190.037,38.614,188.636,38.688
"1871",1871,129.453,37.013,135.25,40.679
"1872",1872,187.999,32.506,197.538,42.453
"1873",1873,183.589,36.416,194.306,42.644
"1874",1874,160.953,43.23,227.606,40.824
"1875",1875,148.997,31.868,162.79,31.641
"1876",1876,119.391,34.587,102.82,35.675
"1877",1877,189.583,49.498,199.004,43.229
"1878",1878,125.99,36.719,120.766,34.178
"1879",1879,185.701,45.383,124.712,41.255
"1880",1880,194.686,48.021,153.194,39.857
"1881",1881,144.086,37.951,116.234,29.89
"1882",1882,132.575,21.952,122.871,29.504
"1883",1883,154.024,29.12,131.049,22.935
"1884",1884,240.521,45.121,164.363,38.249
"1885",1885,67.299,18.094,81.213,20.835
"1886",1886,151.166,35.417,153.819,42.145
"1887",1887,168.71,32.531,139.484,46.81
"1888",1888,181.882,44.701,193.977,44.656
"1889",1889,169.099,35.716,172.263,43.957
"1890",1890,86.23,23.352,169.318,25.307
"1891",1891,150.262,40.146,214.149,37.716
"1892",1892,137.849,32.973,79.754,30.968
"1893",1893,196.938,43.057,221.539,38.884
"1894",1894,180.355,30.628,147.393,29.111
"1895",1895,151.86,39.519,125.697,34.22
"1896",1896,107.337,33.742,193.239,42.822
"1897",1897,140.952,44.641,108.902,41.468
"1898",1898,128.434,46.986,177.006,42.108
"1899",1899,161.554,31.624,153.559,36.37
"1900",1900,149.957,43.85,158.361,43.35
"1901",1901,246.696,47.784,179.16,39.875
"1902",1902,133.562,41.909,203.727,36.984
"1903",1903,93.941,31.816,164.701,45.423
"1904",1904,180.564,36.704,215.192,39.942
